i_,i0_,name,mult,inchi,path
1504,1164,C7H14OOH3-5O,2,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1505,1165,C7H14OOH3-6O,2,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1506,1165,C7H14OOH3-6O,2,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1507,1166,C7H14OOH3-7O,2,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1508,1167,C7H14OOH4-1O,2,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1509,1168,C7H14OOH4-2O,2,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1510,1168,C7H14OOH4-2O,2,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1511,1169,C7H14OOH4-3O,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1512,1169,C7H14OOH4-3O,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1513,1170,C6H11O13-6,2,"InChI=1S/C6H11O/c1-2-3-6-4-5-7-6/h6H,1-5H2/t6-/m0/s1",
1514,1171,C6H11O14-6,2,"InChI=1S/C6H11O/c1-2-6-4-3-5-7-6/h6H,1-5H2/t6-/m0/s1",
1515,1172,C6H11O15-6,2,"InChI=1S/C6H11O/c1-6-4-2-3-5-7-6/h6H,1-5H2/t6-/m0/s1",
1516,1173,C6H11O23-1,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,2-4H2,1H3/t5-,6-/m0/s1",
1517,1173,C6H11O23-1,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,2-4H2,1H3/t5-,6+/m0/s1",
1518,1174,C6H11O23-6,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,1,3-4H2,2H3/t5-,6-/m0/s1",
1519,1174,C6H11O23-6,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,1,3-4H2,2H3/t5-,6+/m0/s1",
1520,1175,C6H11O24-1,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,2-4H2,1H3/t5-,6-/m0/s1",
1521,1175,C6H11O24-1,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,2-4H2,1H3/t5-,6+/m0/s1",
1522,1176,C6H11O24-6,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,1,3-4H2,2H3/t5-,6-/m0/s1",
1523,1176,C6H11O24-6,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,1,3-4H2,2H3/t5-,6+/m0/s1",
1524,1177,C6H11O34-1,2,"InChI=1S/C6H11O/c1-3-5-6(4-2)7-5/h5-6H,1,3-4H2,2H3/t5-,6-/m0/s1",
1525,1177,C6H11O34-1,2,"InChI=1S/C6H11O/c1-3-5-6(4-2)7-5/h5-6H,1,3-4H2,2H3/t5-,6+/m0/s1",
1526,1178,C6Y2-1J,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h2-5H2,1H3",
1527,1179,C6Y3-6J,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h1,3-5H2,2H3",
1528,1180,C6Y3-1J,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h2-5H2,1H3",
1529,1181,C7H14-1,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",
1530,1182,C7H14-2,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3-",
1531,1182,C7H14-2,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3+",
1532,1183,C7H14-3,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3/b7-5-",
1533,1183,C7H14-3,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3/b7-5+",
1534,1184,C7H131-3,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5H,1,4,6-7H2,2H3",
1535,1185,C7H131-4,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,7H,1,4-6H2,2H3",
1536,1186,C7H131-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6H,1,4-5,7H2,2H3",
1537,1187,C7H131-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-4H,1,5-7H2,2H3",
1538,1188,C7H131-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3H,1-2,4-7H2",
1539,1189,C7H132-4,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5,7H,4,6H2,1-2H3",
1540,1190,C7H132-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5-6H,4,7H2,1-2H3/b5-3-",
1541,1190,C7H132-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5-6H,4,7H2,1-2H3/b5-3+",
1542,1191,C7H132-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-5H,6-7H2,1-2H3/b5-3-",
1543,1191,C7H132-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-5H,6-7H2,1-2H3/b5-3+",
1544,1192,C7H132-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h4,6H,1,3,5,7H2,2H3/b6-4-",
1545,1192,C7H132-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h4,6H,1,3,5,7H2,2H3/b6-4+",
1546,1193,C7H133-1,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5,7H,1,3-4,6H2,2H3/b7-5-",
1547,1193,C7H133-1,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5,7H,1,3-4,6H2,2H3/b7-5+",
1548,1194,C7H133-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5-7H,3-4H2,1-2H3",
1549,1195,C7H133-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6-7H,4-5H2,1-2H3/b7-6-",
1550,1195,C7H133-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6-7H,4-5H2,1-2H3/b7-6+",
1551,1196,C7H133-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3/b7-6-",
1552,1196,C7H133-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3/b7-6+",
1553,1197,C7H13-1D3O,2,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h4,7H,2-3,5-6H2,1H3/t7-/m0/s1",
1554,1198,C7H13-2D4O,2,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h3,5,7H,4,6H2,1-2H3/b5-3-/t7-/m0/s1",
1555,1198,C7H13-2D4O,2,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h3,5,7H,4,6H2,1-2H3/b5-3+/t7-/m0/s1",
1556,1199,C7H13-3D5O,2,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h5-7H,3-4H2,1-2H3/b6-5-/t7-/m0/s1",
1557,1199,C7H13-3D5O,2,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h5-7H,3-4H2,1-2H3/b6-5+/t7-/m0/s1",
1558,1200,C7H14OH-1J2,2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h6,8H,2-5,7H2,1H3",
1559,1201,C7H14OH-2J1,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1560,1202,C7H14OH-2J3,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h6-8H,3-5H2,1-2H3/t7-/m0/s1",
1561,1203,C7H14OH-3J2,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h4,7-8H,3,5-6H2,1-2H3/t7-/m0/s1",
1562,1204,C7H14OH-3J4,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h6-8H,3-5H2,1-2H3/t7-/m0/s1",
1563,1205,C7H14OH-4J3,2,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h5,7-8H,3-4,6H2,1-2H3/t7-/m0/s1",
1564,1206,C7H14OH-1O2-2,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7-8H,2-6H2,1H3/t7-/m0/s1",
1565,1207,C7H14OH-2O2-1,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7-8H,2-6H2,1H3/t7-/m0/s1",
1566,1208,C7H14OH-2O2-3,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1567,1208,C7H14OH-2O2-3,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1568,1209,C7H14OH-3O2-2,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1569,1209,C7H14OH-3O2-2,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1570,1210,C7H14OH-3O2-4,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1571,1210,C7H14OH-3O2-4,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1572,1211,C7H14OH-4O2-3,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1573,1211,C7H14OH-4O2-3,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1574,1212,C5D2Y1,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3/b4-3-",
1575,1212,C5D2Y1,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3/b4-3+",
1576,1213,C5D2Y1-1R,2,"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3",
1577,1214,C3Y1-3OR,2,"InChI=1S/C3H5O2/c4-2-1-3-5/h2H,1,3H2",
1578,1215,C4Y1-3OR,2,"InChI=1S/C4H7O2/c1-4(6)2-3-5/h3-4H,2H2,1H3/t4-/m0/s1",
1579,1216,C6D2Y1,1,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4-",
1580,1216,C6D2Y1,1,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",
1581,1217,C6D2Y1-1R,2,"InChI=1S/C6H9O/c1-2-3-4-5-6-7/h4-5H,2-3H2,1H3",
1582,1218,H15DE25DM,1,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h1,3,5-6H2,2,4H3",
1583,1219,H15DE25DM-S,2,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h5H,1,3,6H2,2,4H3",
1584,1220,H15DE25DM-A,2,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h1-3,5-6H2,4H3",
1585,1221,H15DE25DM-AO,2,"InChI=1S/C8H13O/c1-7(2)4-5-8(3)6-9/h1,3-6H2,2H3",
1586,1222,H15DE25DM-SO,2,"InChI=1S/C8H13O/c1-6(2)5-8(9)7(3)4/h8H,1,3,5H2,2,4H3/t8-/m0/s1",
1587,1223,H15DE2M-T,2,"InChI=1S/C7H11/c1-4-5-6-7(2)3/h1-2,5-6H2,3H3",
1588,1224,IC4H7CHO,1,"InChI=1S/C5H8O/c1-5(2)3-4-6/h4H,1,3H2,2H3",
1589,1225,L-C6H4,1,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H/b6-5-",
1590,1225,L-C6H4,1,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H/b6-5+",
1591,1226,C-C6H4,1,"InChI=1S/C6H4/c1-3-5-6-4-2/h1,4H,2H2",
1592,1227,C6H3,2,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H",
1593,1228,C6H2,1,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H,
1594,1229,C6H6,1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,
1595,1230,FULVENE,1,"InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2",
1596,1231,C6H5,2,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H,
1597,1232,C6H5OO,2,InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H,
1598,1233,C6H5OOH,1,"InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H",
1599,1234,C6H5OH,1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",
1600,1235,C6H5O,2,InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H,
1601,1236,C6H4OH,2,"InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-2,4-5,7H",
1602,1237,OC6H4OH,2,"InChI=1S/C6H5O2/c7-5-2-1-3-6(8)4-5/h1-4,7H",
1603,1238,O-C6H4O2,1,InChI=1S/C6H4O2/c7-5-3-1-2-4-6(5)8/h1-4H,
1604,1239,P-C6H4O2,1,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,
1605,1240,O-OC6H5OJ,2,InChI=1S/C6H5O2/c7-5-3-1-2-4-6(5)8/h1-5H/t5-/m0/s1,
1606,1241,P-OC6H5OJ,2,InChI=1S/C6H5O2/c7-5-1-2-6(8)4-3-5/h1-5H,
1607,1242,P-C6H3O2,2,InChI=1S/C6H3O2/c7-5-1-2-6(8)4-3-5/h1-3H,
1608,1243,C5H6,1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",
1609,1244,C5H5,2,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,
1610,1245,C5H6-L,1,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3/b5-4-",
1611,1245,C5H6-L,1,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3/b5-4+",
1612,1246,C#CCVCCJ,2,"InChI=1S/C5H5/c1-3-5-4-2/h1,4-5H,2H2",
1613,1247,C5H7,2,"InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2",
1614,1248,CVCCJCVC,2,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",
1615,1249,CVCCVCCJ,2,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",
1616,1250,CVCCJCVCOH,2,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-6H,1H2",
1617,1251,HOCVCCVO,1,InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H/b2-1-,
1618,1251,HOCVCCVO,1,InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H/b2-1+,
1619,1252,CVCCVCCOH,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-4,6H,1,5H2/b4-3-",
1620,1252,CVCCVCCOH,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-4,6H,1,5H2/b4-3+",
1621,1253,OC5H7O,2,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2",
1622,1254,OC4H6O,1,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h3-4H,1-2H2",
1623,1255,OC4H5O,2,"InChI=1S/C4H5O2/c5-3-1-2-4-6/h3H,1-2H2",
1624,1256,O2CCHOOJ,2,"InChI=1S/C2HO4/c3-1(4)2(5)6/h(H,3,4)",
1625,1257,HOCVCCJVO,2,"InChI=1S/C3H3O2/c4-2-1-3-5/h1-2,4H",
1626,1258,C5H5OH,1,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H,
1627,1259,C5H5O,2,InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-5H,
1628,1260,C5H4OH,2,"InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-4,6H",
1629,1261,C5H4O,1,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H,
1630,1262,C5H3O,2,InChI=1S/C5H3O/c6-5-3-1-2-4-5/h1-3H,
1631,1263,CJVCCVCCVO,2,InChI=1S/C5H5O/c1-2-3-4-5-6/h1-5H/b4-3-,
1632,1263,CJVCCVCCVO,2,InChI=1S/C5H5O/c1-2-3-4-5-6/h1-5H/b4-3+,
1633,1264,CVCCVCCJVO,2,"InChI=1S/C5H5O/c1-2-3-4-5-6/h2-4H,1H2",
1634,1265,CJVCCVO,2,InChI=1S/C3H3O/c1-2-3-4/h1-3H,
